CENTER_ID,CENTER_FR,CENTER_AR,CIRCONSCRIPTION_ID,CIRCONSCRIPTION_FR,CIRCONSCRIPTION_AR,DELEGATION_ID,DELEGATION_FR,DELEGATION_AR,SOUS_DELEGATION_AR,LATITUDE,LONGITUDE
1169,E.P.KSAR SAID 1,م إبتدائية قصر السعيد 1 - قصر السعيد,2,Tunis 2,تونس 2,1017,Le Bardo,باردو,قصر السعيد,36.816627,10.121301
1170,E.P.2 MARS 34 KSAR SAID 2,م إبتدائية 2مارس 34 قصر السعيد 2,2,Tunis 2,تونس 2,1017,Le Bardo,باردو,قصر السعيد الثاني,36.821426,10.122217
1171,E.P.KSAR SAID 3 BARDO KSAR SAID 2,م إبتدائية قصر السعيد 3 باردو - قصر السعيد الثاني,2,Tunis 2,تونس 2,1017,Le Bardo,باردو,قصر السعيد الثاني,36.824353,10.118075
1172,E.P.CITE DES OFFICIERS SAADA,م إبتدائية حي ضباط الصف - السعادة,2,Tunis 2,تونس 2,1017,Le Bardo,باردو,السعادة,36.799692,10.122916
1173,E.P.IBN SINA BARDO,م إبتدائية ابن سينا باردو,2,Tunis 2,تونس 2,1017,Le Bardo,باردو,إبن سيناء,36.829822,10.114952
1174,E.P.9 RUE 2 MARS LA GOULETTE,م إبتدائية 9نهج 2 مارس حلق الواد,2,Tunis 2,تونس 2,1018,La Goulette,حلق الوادي,حلق الوادي,36.817708,10.303804
1175,E.P.KHEIREDDINE RUE ABOU TEMMAM,م إبتدائية خير الدين نهج أبو تمام,2,Tunis 2,تونس 2,1018,La Goulette,حلق الوادي,خير الدين,36.827204,10.311495
1176,E.P.AOUINA RTE SOUKRA -T. MHIRI AOUINA,م إبتدائية العوينة طريق سكرة - الطيب المهيري العوينة,2,Tunis 2,تونس 2,1018,La Goulette,حلق الوادي,الطيب المهيري,36.851601,10.258233
1177,E.P.AOUINA CITE MHIRI,م إبتدائية العوينة حي الطيب المهيري,2,Tunis 2,تونس 2,1018,La Goulette,حلق الوادي,الطيب المهيري,36.850733,10.264224
1178,E.P.CITE DES IMMEUBLES,م إبتدائية حي العمارات العوينة - الطيب المهيري العوينة,2,Tunis 2,تونس 2,1018,La Goulette,حلق الوادي,الطيب المهيري,36.85235,10.259549
1179,Collège Aouina,معهد العوينة - الطيب المهيري العوينة,2,Tunis 2,تونس 2,1018,La Goulette,حلق الوادي,الطيب المهيري,36.857375,10.250729
1180,E.P.RUE CLAUDE BERNARD CITE LES JARDINS,م إبتدائية نهج كلود برنار - حي الحدائق,2,Tunis 2,تونس 2,1019,Cité El Khadra,حي الخضراء,حي الحدائق,36.823159,10.181818
1181,E.P.CITE OLYM.MONGI SLIM,م إبتدائية الحي الاولمبي المنجي سليم - علي البلهوان,2,Tunis 2,تونس 2,1019,Cité El Khadra,حي الخضراء,علي البلهوان,36.838059,10.196148
1182,E.P.MAHMOUD B CHABAAN14-1,م إبتدائية محمود بن شبعان 14 / 1 - علي البلهوان,2,Tunis 2,تونس 2,1019,Cité El Khadra,حي الخضراء,علي البلهوان,36.833448,10.194873
1183,E.P.2 mars34 CITE KHADRA 6 farhat hached,م إبتدائية 2مارس 34 حي الخضراء 6 - فرحات حشاد,2,Tunis 2,تونس 2,1019,Cité El Khadra,حي الخضراء,فرحات حشاد,36.828679,10.196489
1184,E.P. BERGES DU LAC,م إبتدائية ضفاف البحيرة,2,Tunis 2,تونس 2,1019,Cité El Khadra,حي الخضراء,البحيرة,36.836388,10.246522
1185,E.P.6 RUE 2 MARS SIDI BOUSAID,م إبتدائية نهج2مارس سيدي بوسعيد6 - سيدي أبي سعيد,2,Tunis 2,تونس 2,1020,Carthage,قرطاج,سيدي بوسعيد,36.870652,10.3449788
1186,E.P.RUE IBN KHALDOUN AMILCAR,م إبتدائية نهج ابن خلدون أميلكار,2,Tunis 2,تونس 2,1020,Carthage,قرطاج,أميلكار,36.868998,10.3371478
1187,E.P.OKBA IBNOU NAFER CARTHAGE BYRSA,م إبتدائية عقبة بن نافع قرطاج بيرصة,2,Tunis 2,تونس 2,1020,Carthage,قرطاج,قرطاج بيرصا,36.848599,10.3212049
1188,E.P.2 RUE TANIT CARTHAGE BYRSA,م إبتدائية 2 نهج تانيت قرطاج - بيرسا,2,Tunis 2,تونس 2,1020,Carthage,قرطاج,قرطاج بيرصا,36.854063,10.3288649
1189,E.P.RUE PLUTARQUE CARTHAGE SALAMBO,م إبتدائية صلامبو نهج بلوتارك - قرطاج الشاطئ,2,Tunis 2,تونس 2,1020,Carthage,قرطاج,قرطاج الشاطىء,36.843176,10.3229864
1190,E.P.CARTHAGE YASMINA,م إبتدائية قرطاج الياسمينة,2,Tunis 2,تونس 2,1020,Carthage,قرطاج,الياسمينة,36.8479016,10.3105233
1191,E.P.CITE MOHAMED ALI CARTHAGE,م إبتدائية حي محمد علي قرطاج,2,Tunis 2,تونس 2,1020,Carthage,قرطاج,حي محمد علي,36.8543216,10.3102295
1192,E.P.AV.LA REPUBLIQUE ZAHRAA VILLE,م إبتدائية شارع الجمهورية الزهراء - الزهراء المدينة,3,Ben Arous,بن عروس,1021,Ezzahra,الزهراء,الزهراء المدينة,36.746835,10.309308
1193,E.P.RUE KHAZNADAR -CITE EL HABIB,م إبتدائية شارع خزندار الزهراء - حي الحبيب,3,Ben Arous,بن عروس,1021,Ezzahra,الزهراء,حي الحبيب,36.739741,10.311604
1194,E.P.CITE EL HABIB EZZAHRA,م إبتدائية حي الحبيب الزهراء,3,Ben Arous,بن عروس,1021,Ezzahra,الزهراء,حي الحبيب,36.73761,10.316702
1195,E.P.AV.FARHAT HACHED ZAHRAA 18 JAN,م إبتدائية شارع فرحات حشاد الزهراء - 18جانفي,3,Ben Arous,بن عروس,1021,Ezzahra,الزهراء,18جانفي,36.747024,10.305178
1196,C. Mongi Slim Ezzahra - 18 janvier,م .إعدادية المنجي سليم بالزهراء - 18جانفي,3,Ben Arous,بن عروس,1021,Ezzahra,الزهراء,18جانفي,36.747143,10.300902
1197,E.P. BORJ EL WAZIR ZAHRAA,م إبتدائية برج الوزير الزهراء,3,Ben Arous,بن عروس,1021,Ezzahra,الزهراء,برج الوزير,36.7402079,10.2846175
1214,E.P.2 MARS 34/ NLLE MADINA1,م إبتدائية 2مارس 34 المدينة الجديدة1,3,Ben Arous,بن عروس,1023,Medina Jedida,المدينة الجديدة,المدينة الجديدة (1),36.746591,10.256069
1215,E.P.MEDINA NEUVE 2,م إبتدائية المدينة الجديدة 2,3,Ben Arous,بن عروس,1023,Medina Jedida,المدينة الجديدة,المدينة الجديدة(2),36.752063,10.248299
1216,E.P.C.MOSBAH 2-SAFA -SIDI MOSBAH,م إبتدائية حي مصباح 2 صفاء - سيدي مصباح,3,Ben Arous,بن عروس,1023,Medina Jedida,المدينة الجديدة,سيدي مصباح,36.745918,10.238034
1217,E.P.CITE MOUSBAH NOUVELLE,م إبتدائية حي مصباح الجديد,3,Ben Arous,بن عروس,1023,Medina Jedida,المدينة الجديدة,سيدي مصباح,36.745184,10.240862
1218,E.P.CITE MOUSBAH 1 SIDI MOSBAH,م إبتدائية حي مصباح 1 - سيدي مصباح,3,Ben Arous,بن عروس,1023,Medina Jedida,المدينة الجديدة,سيدي مصباح,36.74564,10.241331
1219,E.P. CITE SPROLS 14 JANVIER M JEDIDA,م إبتدائية حي سبرولس 14 جانفي المدينة الجديدة - سيدي مصباح,3,Ben Arous,بن عروس,1023,Medina Jedida,المدينة الجديدة,سيدي مصباح,36.7415947,10.239372
1220,E.P.ELYASMINETTE 1,م إبتدائية الياسمينات 1 - الياسمينات,3,Ben Arous,بن عروس,1023,Medina Jedida,المدينة الجديدة,الياسمينات,36.739672,10.231177
1221,E.P.YASSMINET 2 YASSMINET,م إبتدائية الياسمينات 2 - الياسمينات,3,Ben Arous,بن عروس,1023,Medina Jedida,المدينة الجديدة,الياسمينات,36.741737,10.230672
1222,E.P.BORJ GHORBEL,م إبتدائية برج غربال المدينة الجديدة - الياسمينات,3,Ben Arous,بن عروس,1023,Medina Jedida,المدينة الجديدة,الياسمينات,36.731912,10.244299
1223,E.P.YASSMINET 3 Nelle Medina YASSMINET,م إبتدائية الياسمينات 3 المدينة الجديدة - الياسمينات,3,Ben Arous,بن عروس,1023,Medina Jedida,المدينة الجديدة,الياسمينات,36.7407725,10.2344859
1224,E.P.CITE ROMMANA RABTA,م إبتدائية حي الرمانة - الرابطة,3,Ben Arous,بن عروس,1023,Medina Jedida,المدينة الجديدة,الرابطة,36.739789,10.246637
1225,E.P.El Medina El Jadida 3 rabta,م إبتدائية المدينة الجديدة3 - الرابطة,3,Ben Arous,بن عروس,1023,Medina Jedida,المدينة الجديدة,الرابطة,36.742239,10.252783
1226,E.P.IBN MANDHOUR -MOUROUJ 1,م إبتدائية ابن منظور المروج - المروج (1),3,Ben Arous,بن عروس,1024,El Mourouj,المروج,المروج (1),36.736186,10.207126
1227,E.P.2 MARS 34 EL MOUROUJ MOUROUJ1,م إبتدائية 2مارس 34 المروج - المروج (1),3,Ben Arous,بن عروس,1024,El Mourouj,المروج,المروج (1),36.732455,10.200028
1228,E.P.14 JANVIER EL MOUROUJ MOUROUJ1,م إبتدائية 14 جانفي المروج - المروج (1),3,Ben Arous,بن عروس,1024,El Mourouj,المروج,المروج (1),36.7319781,10.2074873
1229,E.P. CTE RIADH EL MOUROUJE 3,م إبتدائية حي الرياض المروج 3,3,Ben Arous,بن عروس,1024,El Mourouj,المروج,المروج (3),36.719434,10.2213796
1230,E.P.KHEIREDDINE PACHA MOUROUJ 3,م إبتدائية خير الدين باشا المروج 3,3,Ben Arous,بن عروس,1024,El Mourouj,المروج,المروج (3),36.725294,10.216157
1231,E.P.CITE ENNASR EL MOUROUJ MOUROUJ3,م إبتدائية حي النصر المروج - المروج (3),3,Ben Arous,بن عروس,1024,El Mourouj,المروج,المروج (3),36.720988,10.209504
1232,E.P.IBN RACHIK RUE D'ALGER MOUROUJ3,م إبتدائية ابن رشيق نهج الجزائر - المروج (3),3,Ben Arous,بن عروس,1024,El Mourouj,المروج,المروج (3),36.724412,10.216699
1233,E.P.TAHAR HADDED MOUROUJ 4,م إبتدائية الطاهر الحداد المروج - المروج (4),3,Ben Arous,بن عروس,1024,El Mourouj,المروج,المروج (4),36.717714,10.213842
1234,E.P.EL FAOUZ 2 MOUROUJ 4,م إبتدائية الفوز 2 المروج 4,3,Ben Arous,بن عروس,1024,El Mourouj,المروج,المروج (4),36.717589,10.201295
1235,E.P.AVICENNE MOUROUJ 5,م إبتدائية ابن سينا المروج الخامس,3,Ben Arous,بن عروس,1024,El Mourouj,المروج,المروج (5),36.7145586,10.2207783
1236,E.P.CITE BOUCHRA MOUROUJ 4 MOUROUJ,م إبتدائية حي بشرى المروج 4 - المروج (5),3,Ben Arous,بن عروس,1024,El Mourouj,المروج,المروج (5),36.713011,10.217842
1237,E.P.EL FAOUZ 1 MOUROUJ 5,م إبتدائية الفوز1 المروج 5,3,Ben Arous,بن عروس,1024,El Mourouj,المروج,المروج (5),36.7142708,10.2112377
1238,E.P. CITE ELFOL-BEYREM ETTOUNSI MOUROUJ5,م إبتدائية حي الفل بيرم التونسي - المروج (5),3,Ben Arous,بن عروس,1024,El Mourouj,المروج,المروج (5),36.706321,10.201748
1239,E.P.EL FAOUZ 3 MOUROUJ 5,م إبتدائية الفوز 3 المروج 5,3,Ben Arous,بن عروس,1024,El Mourouj,المروج,المروج (5),36.709041,10.208887
1241,E.P.CITE AMOR LOUATI,م إبتدائية حي عمر اللواتي - فرحات حشاد,3,Ben Arous,بن عروس,1024,El Mourouj,المروج,فرحات حشاد,36.723574,10.235925
1242,E.P.CITE FAYALA FARHAT HACHED,م إبتدائية حي فيالة - فرحات حشاد,3,Ben Arous,بن عروس,1024,El Mourouj,المروج,فرحات حشاد,36.707336,10.238917
1244,E.P.RUE DE KAIROUAN BEN AROUS EST,م إبتدائية نهج القيروان بن عروس - بن عروس الشرقية,3,Ben Arous,بن عروس,1025,Ben Arous,بن عروس,بن عروس الشرقية,36.757107,10.222462
1245,E.P.CITE DU STADE B. AROUS -TAIEB MHIRI,م إبتدائية حي الملعب بن عروس - الطيب المهيري,3,Ben Arous,بن عروس,1025,Ben Arous,بن عروس,المهيري,36.756092,10.227075
1246,E.P.RUE DU 1 MAI -B. AROUS OUEST,م إبتدائية نهج غرة ماي بن عروس - بن عروس الغربية,3,Ben Arous,بن عروس,1025,Ben Arous,بن عروس,بن عروس الغربية,36.747359,10.219549
1247,E.P.RUE CHARLES NICOLLE -B. AROUS,م إبتدائية نهج شارل نيكول بن عروس - سيدي بن عروس,3,Ben Arous,بن عروس,1025,Ben Arous,بن عروس,سيدي بن عروس,36.752479,10.222521
1248,E.P.RUE DE LA CONCORDE,م إبتدائية نهج التآلف بن عروس - سيدي بن عروس,3,Ben Arous,بن عروس,1025,Ben Arous,بن عروس,سيدي بن عروس,36.751192,10.22336
1249,E.P.RUE KHEIREDDINE BEN AROUSS B.AROUS,م إبتدائية نهج خير الدين بن عروس - سيدي بن عروس,3,Ben Arous,بن عروس,1025,Ben Arous,بن عروس,سيدي بن عروس,36.750157,10.214586
1250,E.P.BIR KASSAA F.HACHED CITE ISKEN,م إبتدائية بئر القصعة حشاد - حي الاسكان,3,Ben Arous,بن عروس,1025,Ben Arous,بن عروس,حي الاسكان,36.739421,10.21914
1251,E.P.INST. ENNOUR BIR ELKASAA -CITE ISKEN,م إبتدائية معهد النور بئر القصعة - حي الاسكان,3,Ben Arous,بن عروس,1025,Ben Arous,بن عروس,حي الاسكان,36.739679,10.220019
1252,E.P.CITE BEL AIR BOUMHEL,م إبتدائية حي الهواء الطلق - بومهل,3,Ben Arous,بن عروس,1026,Bou Mhel el-Bassatine,بومهل البساتين,بومهل,36.728226,10.310283
1253,E.P.CITE ESSALEM BOUMHEL,م إبتدائية حي السلام بومهل,3,Ben Arous,بن عروس,1026,Bou Mhel el-Bassatine,بومهل البساتين,بومهل,36.723208,10.303553
1254,E.P.CITE EL BESSETINE 1,م إبتدائية حي البساتين 1 بومهل - البساتين,3,Ben Arous,بن عروس,1026,Bou Mhel el-Bassatine,بومهل البساتين,البساتين,36.705613,10.404187
1255,E.P.EL BESSETINE 2 -BOU M'HEL BESSETINE,م إبتدائية البساتين 2 بومهل - البساتين,3,Ben Arous,بن عروس,1026,Bou Mhel el-Bassatine,بومهل البساتين,البساتين,36.729506,10.289795
1256,E.P.SIDI BOU M'HEL 1 -CHELLA,م إبتدائية بومهل 1 - شالة,3,Ben Arous,بن عروس,1026,Bou Mhel el-Bassatine,بومهل البساتين,شالة,36.7201408,10.2964104
1257,E.P.SIDI BOUMHEL 2 CHALA,م إبتدائية بومهل 2 - شالة,3,Ben Arous,بن عروس,1026,Bou Mhel el-Bassatine,بومهل البساتين,شالة,36.718924,10.2966841
1258,E.P.CITE CHALA BOUMHEL CHALA,م إبتدائية حي شالة بومهل - شالة,3,Ben Arous,بن عروس,1026,Bou Mhel el-Bassatine,بومهل البساتين,شالة,36.696932,10.300976
1259,E.P.CITE ELKHALIJ BOUMHEL CHALA,م إبتدائية حي الخليج بومهل - شالة,3,Ben Arous,بن عروس,1026,Bou Mhel el-Bassatine,بومهل البساتين,شالة,36.716193,10.283797
1260,E.P.RUE ANTONY HAM.LIF - LA MEDINA 1,م إبتدائية نهج أنطوني حمام الأنف - المدينة 1,3,Ben Arous,بن عروس,1027,Hammam Lif,حمام الأنف,حمام الانف المدينة,36.730785,10.333911
1261,E.P.RUE BOUCHOUCHA HAMEM LIF,م إبتدائية صلاح الدين نهج بوشوشة حمام الأنف - المدينة 1,3,Ben Arous,بن عروس,1027,Hammam Lif,حمام الأنف,حمام الانف المدينة,36.7293294,10.3371469
1262,E.P.RUE LIBYE HAM.LIF BOUGARNINE,م إبتدائية نهج ليبيا حمام الأنف - بوقرنين,3,Ben Arous,بن عروس,1027,Hammam Lif,حمام الأنف,حمام الانف بوقرنين,36.735307,10.327989
1263,E.P.CITE ENNASR BOUGARNINE,م إبتدائية حي النصر بوقرنين,3,Ben Arous,بن عروس,1027,Hammam Lif,حمام الأنف,حمام الانف بوقرنين,36.7373752,10.3241976
1264,E.P.CITE BOUSSOFFARA HAMMA LIF STADE,م إبتدائية حي بوصفارة حمام الأنف - الملعب,3,Ben Arous,بن عروس,1027,Hammam Lif,حمام الأنف,حمام الانف الملعب,36.723508,10.350402
1265,E.P.TAHAR SFAR HAM.LIF - LE STADE,م إبتدائية الطاهر صفر حمام الأنف - الملعب,3,Ben Arous,بن عروس,1027,Hammam Lif,حمام الأنف,حمام الانف الملعب,36.723307,10.355407
1266,E.P.CITE MED ALI HAMMAM LIF,م إبتدائية حي محمد علي حمام الأنف,3,Ben Arous,بن عروس,1027,Hammam Lif,حمام الأنف,حي محمد علي,36.7225615,10.3437697
1267,E.P.IBN RACHIK HAM.LIF -CITE MED ALI,م إبتدائية ابن رشيق حمام الانف - حي محمد علي,3,Ben Arous,بن عروس,1027,Hammam Lif,حمام الأنف,حي محمد علي,36.718319,10.353453
1268,E.P.BORJ CEDRIA 2 -BIR EL BEY,م إبتدائية برج السدرية 2 - بئر الباي,3,Ben Arous,بن عروس,1028,Hammam Chott,حمام الشط,بئر الباي,36.704856,10.378949
1269,E.P.2 MARS 34 BORJ CEDRIA 3,م إبتدائية 2مارس 34 برج السدرية 3 - بئر الباي,3,Ben Arous,بن عروس,1028,Hammam Chott,حمام الشط,بئر الباي,36.7073349,10.3791574
1270,E.P.BORJ CEDRIA 1 BORJ CEDRIA,م إبتدائية برج السدرية 1 - برج السدرية,3,Ben Arous,بن عروس,1028,Hammam Chott,حمام الشط,برج السدرية,36.696662,10.387722
1271,E.P.CITE EL KAABI BORJ SEDRIA,م إبتدائية حي الكعبي - برج السدرية,3,Ben Arous,بن عروس,1028,Hammam Chott,حمام الشط,برج السدرية,36.698679,10.400981
1272,E.P.CITE ESSOLTAN BORJ SEDRIA,م إبتدائية حي سلطان - برج السدرية,3,Ben Arous,بن عروس,1028,Hammam Chott,حمام الشط,برج السدرية,36.705381,10.404439
1273,E.P.RUE IRAK HAMMEM CHATT,م إبتدائية نهج العراق حمام الشط,3,Ben Arous,بن عروس,1028,Hammam Chott,حمام الشط,حمام الشط,36.7202449,10.3636628
1274,E.P.EL AMEL 1 BIR ELBEY HAMMAM CHOTT,م إبتدائية الأمل بئر الباي - حمام الشط,3,Ben Arous,بن عروس,1028,Hammam Chott,حمام الشط,حمام الشط,36.711607,10.36915
1275,E.P.AV DE LA REPUBLIQUE,م إبتدائية شارع الجمهورية رادس - المدينة,3,Ben Arous,بن عروس,1029,Radès,رادس,رادس المدينة,36.763575,10.275698
1276,E.P.RUE DE L'ECOLE RADES LA MEDINA,م إبتدائية نهج المدرسة رادس - المدينة,3,Ben Arous,بن عروس,1029,Radès,رادس,رادس المدينة,36.764624,10.270381
